state,trial,disagreement_probability
NJ,251,0.01075268817204301
NJ,252,0.0041928721174004195
NJ,253,0.011666666666666667
NJ,254,0.02795698924731183
NJ,255,0.012578616352201259
NJ,256,0.009868421052631578
NJ,257,0.014473684210526316
NJ,258,0.00684931506849315
NJ,259,0.012345679012345678
NJ,260,0.008561643835616438
NJ,261,0.00704225352112676
NJ,262,0.016091954022988506
NJ,263,0.011363636363636364
NJ,264,0.008158508158508158
NJ,265,0.004301075268817204
NJ,266,0.01937984496124031
NJ,267,0.008633093525179856
NJ,268,0.00851063829787234
NJ,269,0.02968036529680365
NJ,270,0.010138248847926268
NJ,271,0.007142857142857143
NJ,272,0.0070921985815602835
NJ,273,0.007575757575757576
NJ,274,0.006756756756756757
NJ,275,0.008385744234800839
NJ,276,0.008888888888888889
NJ,277,0.004329004329004329
NJ,278,0.022222222222222223
NJ,279,0.009146341463414634
NJ,280,0.027586206896551724
NJ,281,0.016352201257861635
NJ,282,0.00980392156862745
NJ,283,0.006578947368421052
NJ,284,0.004629629629629629
NJ,285,0.012903225806451613
NJ,286,0.008045977011494253
NJ,287,0.010958904109589041
NJ,288,0.016556291390728478
NJ,289,0.01509433962264151
NJ,290,0.02158273381294964
NJ,291,0.017142857142857144
NJ,292,0.0070921985815602835
NJ,293,0.02222222222222222
NJ,294,0.017142857142857144
NJ,295,0.006756756756756757
NJ,296,0.00684931506849315
NJ,297,0.019784172661870502
NJ,298,0.008992805755395683
NJ,299,0.00915032679738562
NJ,300,0.016786570743405275
NJ,301,0.00392156862745098
NJ,302,0.014814814814814815
NJ,303,0.00980392156862745
NJ,304,0.0016025641025641025
NJ,305,0.011428571428571429
NJ,306,0.009389671361502348
NJ,307,0.015384615384615385
NJ,308,0.007194244604316547
NJ,309,0.01
NJ,310,0.021103896103896104
NJ,311,0.02027027027027027
NJ,312,0.014765100671140941
NJ,313,0.007142857142857143
NJ,314,0.0031847133757961785
NJ,315,0.0055147058823529415
NJ,316,0.017361111111111112
NJ,317,0.0070921985815602835
NJ,318,0.007142857142857143
NJ,319,0.009615384615384616
NJ,320,0.011820330969267141
NJ,321,0.00379746835443038
NJ,322,0.014193548387096775
NJ,323,0.012587412587412588
NJ,324,0.01509433962264151
NJ,325,0.00228310502283105
NJ,326,0.008333333333333333
NJ,327,0.0050335570469798654
NJ,328,0.02027027027027027
NJ,329,0.0022222222222222222
NJ,330,0.010457516339869282
NJ,331,0.009375
NJ,332,0.012121212121212121
NJ,333,0.007299270072992701
NJ,334,0.009324009324009324
NJ,335,0.01388888888888889
NJ,336,0.005597014925373134
NJ,337,0.024242424242424242
NJ,338,0.011428571428571429
NJ,339,0.0070921985815602835
NJ,340,0.007383966244725738
NJ,341,0.010948905109489052
NJ,342,0.009259259259259259
NJ,343,0.0034965034965034965
NJ,344,0.0044444444444444444
NJ,345,0.00945945945945946
NJ,346,0.013986013986013986
NJ,347,0.014925373134328358
NJ,348,0.025362318840579712
NJ,349,0.010344827586206896
NJ,350,0.007692307692307693
NJ,351,0.010869565217391304
NJ,352,0.029411764705882353
NJ,353,0.01232394366197183
NJ,354,0.00684931506849315
NJ,355,0.008450704225352112
NJ,356,0.009395973154362417
NJ,357,0.006127450980392157
NJ,358,0.011510791366906475
NJ,359,0.008503401360544218
NJ,360,0.010810810810810811
NJ,361,0.005714285714285714
NJ,362,0.006896551724137931
NJ,363,0.010738255033557046
NJ,364,0.012987012987012988
NJ,365,0.005369127516778523
NJ,366,0.023178807947019868
NJ,367,0.008888888888888889
NJ,368,0.012237762237762238
NJ,369,0.007462686567164178
NJ,370,0.010638297872340425
NJ,371,0.006944444444444444
NJ,372,0.015410958904109588
NJ,373,0.017660044150110375
NJ,374,0.006756756756756757
NJ,375,0.026490066225165563
NJ,376,0.015277777777777779
NJ,377,0.005136986301369863
NJ,378,0.00959232613908873
NJ,379,0.007142857142857143
NJ,380,0.012531328320802004
NJ,381,0.002666666666666667
NJ,382,0.004415011037527594
NJ,383,0.008948545861297539
NJ,384,0.012857142857142855
NJ,385,0.016908212560386476
NJ,386,0.007194244604316546
NJ,387,0.010683760683760682
NJ,388,0.03260869565217391
NJ,389,0.006993006993006993
NJ,390,0.014639639639639641
NJ,391,0.011037527593818985
NJ,392,0.010457516339869282
NJ,393,0.008680555555555556
NJ,394,0.02760084925690021
NJ,395,0.01232394366197183
NJ,396,0.006756756756756757
NJ,397,0.011111111111111112
NJ,398,0.010338345864661655
NJ,399,0.0
NJ,400,0.010869565217391304
NJ,401,0.009655172413793104
NJ,402,0.017605633802816902
NJ,403,0.005597014925373134
NJ,404,0.010596026490066225
NJ,405,0.010482180293501049
NJ,406,0.005592841163310962
NJ,407,0.013333333333333334
NJ,408,0.007246376811594203
NJ,409,0.018835616438356163
NJ,410,0.015100671140939598
NJ,411,0.007547169811320755
NJ,412,0.013793103448275862
NJ,413,0.007462686567164179
NJ,414,0.011820330969267141
NJ,415,0.010948905109489052
NJ,416,0.011538461538461539
NJ,417,0.006944444444444444
NJ,418,0.011267605633802818
NJ,419,0.018092105263157895
NJ,420,0.01075268817204301
NJ,421,0.006666666666666667
NJ,422,0.009722222222222222
NJ,423,0.0044444444444444444
NJ,424,0.0171875
NJ,425,0.009057971014492754
NJ,426,0.025974025974025976
NJ,427,0.013245033112582781
NJ,428,0.005714285714285714
NJ,429,0.022388059701492536
NJ,430,0.010548523206751056
NJ,431,0.008888888888888889
NJ,432,0.008865248226950355
NJ,433,0.013245033112582781
NJ,434,0.0033783783783783786
NJ,435,0.007936507936507936
NJ,436,0.006535947712418301
NJ,437,0.022900763358778626
NJ,438,0.010067114093959731
NJ,439,0.03309692671394799
NJ,440,0.010351966873706004
NJ,441,0.012269938650306749
NJ,442,0.010256410256410256
NJ,443,0.01206896551724138
NJ,444,0.010344827586206896
NJ,445,0.012213740458015267
NJ,446,0.014765100671140941
NJ,447,0.011824324324324325
NJ,448,0.014802631578947368
NJ,449,0.012411347517730497
NJ,450,0.008
NJ,451,0.010218978102189781
NJ,452,0.0031496062992125984
NJ,453,0.00966183574879227
NJ,454,0.01338199513381995
NJ,455,0.014084507042253521
NJ,456,0.01360544217687075
NJ,457,0.0036496350364963502
NJ,458,0.004301075268817204
NJ,459,0.007042253521126761
NJ,460,0.016666666666666666
NJ,461,0.012587412587412588
NJ,462,0.008695652173913044
NJ,463,0.008658008658008658
NJ,464,0.014705882352941176
NJ,465,0.009395973154362417
NJ,466,0.011820330969267141
NJ,467,0.017716535433070866
NJ,468,0.012919896640826873
NJ,469,0.02
NJ,470,0.009070294784580499
NJ,471,0.011820330969267141
NJ,472,0.014598540145985403
NJ,473,0.016891891891891893
NJ,474,0.006944444444444444
NJ,475,0.015277777777777779
NJ,476,0.011034482758620689
NJ,477,0.010344827586206896
NJ,478,0.005244755244755245
NJ,479,0.0035211267605633804
NJ,480,0.016964285714285713
NJ,481,0.009933774834437087
NJ,482,0.013245033112582781
NJ,483,0.005405405405405406
NJ,484,0.009195402298850575
NJ,485,0.013793103448275862
NJ,486,0.016
NJ,487,0.009433962264150943
NJ,488,0.011513157894736841
NJ,489,0.015350877192982455
NJ,490,0.01388888888888889
NJ,491,0.010884353741496598
NJ,492,0.009765625
NJ,493,0.006493506493506494
NJ,494,0.007619047619047619
NJ,495,0.012949640287769784
NJ,496,0.011655011655011656
NJ,497,0.005434782608695652
NJ,498,0.012578616352201257
NJ,499,0.013793103448275862
NJ,500,0.02152317880794702
NJ,501,0.007042253521126761
NJ,502,0.011530398322851153
NJ,503,0.007352941176470589
NJ,504,0.007246376811594203
NJ,505,0.00684931506849315
NJ,506,0.010638297872340425
NJ,507,0.006896551724137931
NJ,508,0.004830917874396135
NJ,509,0.01282051282051282
NJ,510,0.018309859154929577
NJ,511,0.013605442176870748
NJ,512,0.014598540145985403
NJ,513,0.012061403508771931
NJ,514,0.012254901960784314
NJ,515,0.01618705035971223
NJ,516,0.006802721088435374
NJ,517,0.004830917874396135
NJ,518,0.006993006993006994
NJ,519,0.01948051948051948
NJ,520,0.0045045045045045045
NJ,521,0.013422818791946308
NJ,522,0.017578125
NJ,523,0.007992007992007992
NJ,524,0.008695652173913044
NJ,525,0.017777777777777778
NJ,526,0.006993006993006993
NJ,527,0.012222222222222223
NJ,528,0.008275862068965517
NJ,529,0.0017857142857142857
NJ,530,0.027777777777777776
NJ,531,0.004901960784313725
NJ,532,0.0136986301369863
NJ,533,0.008602150537634409
NJ,534,0.017006802721088437
NJ,535,0.013333333333333334
NJ,536,0.013924050632911392
NJ,537,0.010025062656641603
NJ,538,0.0078125
NJ,539,0.011387163561076604
NJ,540,0.008445945945945946
NJ,541,0.016423357664233577
NJ,542,0.011337868480725625
NJ,543,0.006369426751592357
NJ,544,0.014388489208633094
NJ,545,0.006289308176100629
NJ,546,0.014285714285714285
NJ,547,0.007453416149068323
NJ,548,0.0140625
NJ,549,0.014492753623188406
NJ,550,0.017123287671232876
NJ,551,0.01
NJ,552,0.023076923076923078
NJ,553,0.020689655172413793
NJ,554,0.009523809523809523
NJ,555,0.010822510822510822
NJ,556,0.008278145695364239
NJ,557,0.014492753623188406
NJ,558,0.023214285714285715
NJ,559,0.009541984732824428
NJ,560,0.011363636363636364
NJ,561,0.016431924882629106
NJ,562,0.008281573498964802
NJ,563,0.010135135135135136
NJ,564,0.011594202898550725
NJ,565,0.012411347517730497
NJ,566,0.007194244604316547
NJ,567,0.006410256410256411
NJ,568,0.007518796992481203
NJ,569,0.014184397163120567
NJ,570,0.007670182166826462
NJ,571,0.02657004830917874
NJ,572,0.008888888888888889
NJ,573,0.014492753623188406
NJ,574,0.010344827586206896
NJ,575,0.011824324324324325
NJ,576,0.016556291390728478
NJ,577,0.008680555555555556
NJ,578,0.015942028985507246
NJ,579,0.014814814814814815
NJ,580,0.010714285714285714
NJ,581,0.013793103448275862
NJ,582,0.00684931506849315
NJ,583,0.0
NJ,584,0.007518796992481203
NJ,585,0.01267605633802817
NJ,586,0.017973856209150325
NJ,587,0.007861635220125786
NJ,588,0.005333333333333334
NJ,589,0.01391304347826087
NJ,590,0.008695652173913044
NJ,591,0.012328767123287671
NJ,592,0.01
NJ,593,0.005333333333333334
NJ,594,0.00684931506849315
NJ,595,0.007042253521126761
NJ,596,0.006578947368421052
NJ,597,0.018835616438356163
NJ,598,0.013986013986013986
NJ,599,0.004081632653061224
NJ,600,0.013157894736842105
NJ,601,0.012658227848101266
NJ,602,0.005474452554744526
NJ,603,0.007625272331154683
NJ,604,0.008281573498964802
NJ,605,0.006944444444444444
NJ,606,0.009523809523809523
NJ,607,0.01824817518248175
NJ,608,0.0136986301369863
NJ,609,0.00959232613908873
NJ,610,0.011811023622047244
NJ,611,0.007692307692307693
NJ,612,0.010884353741496598
NJ,613,0.007142857142857143
NJ,614,0.015151515151515152
NJ,615,0.011363636363636364
NJ,616,0.010135135135135136
NJ,617,0.005633802816901409
NJ,618,0.00967741935483871
NJ,619,0.011217948717948718
NJ,620,0.017241379310344827
NJ,621,0.008948545861297539
NJ,622,0.0
NJ,623,0.015555555555555557
NJ,624,0.02207505518763797
NJ,625,0.005827505827505828
NJ,626,0.02127659574468085
NJ,627,0.013157894736842105
NJ,628,0.013992537313432836
NJ,629,0.007741935483870968
NJ,630,0.0024154589371980675
NJ,631,0.0070921985815602835
NJ,632,0.01875
NJ,633,0.01141552511415525
NJ,634,0.00851581508515815
NJ,635,0.009210526315789473
NJ,636,0.024774774774774775
NJ,637,0.009456264775413711
NJ,638,0.005208333333333333
NJ,639,0.012820512820512822
NJ,640,0.014184397163120567
NJ,641,0.0045045045045045045
NJ,642,0.013986013986013986
NJ,643,0.016666666666666666
NJ,644,0.005172413793103448
NJ,645,0.013986013986013988
NJ,646,0.008633093525179856
NJ,647,0.007407407407407408
NJ,648,0.013071895424836602
NJ,649,0.013480392156862746
NJ,650,0.014184397163120567
NJ,651,0.034482758620689655
NJ,652,0.022556390977443608
NJ,653,0.012773722627737226
NJ,654,0.0
NJ,655,0.006711409395973154
NJ,656,0.0035971223021582736
NJ,657,0.015151515151515152
NJ,658,0.013157894736842105
NJ,659,0.008802816901408451
NJ,660,0.0036496350364963502
NJ,661,0.006024096385542168
NJ,662,0.010457516339869282
NJ,663,0.008503401360544218
NJ,664,0.008391608391608392
NJ,665,0.009022556390977442
NJ,666,0.008759124087591242
NJ,667,0.010416666666666666
NJ,668,0.014705882352941176
NJ,669,0.009456264775413711
NJ,670,0.008223684210526315
NJ,671,0.011428571428571429
NJ,672,0.01388888888888889
NJ,673,0.01282051282051282
NJ,674,0.007042253521126761
NJ,675,0.013513513513513514
NJ,676,0.011904761904761904
NJ,677,0.010683760683760682
NJ,678,0.011824324324324325
NJ,679,0.006493506493506494
NJ,680,0.008802816901408451
NJ,681,0.007911392405063292
NJ,682,0.011824324324324325
NJ,683,0.013793103448275862
NJ,684,0.009032258064516128
NJ,685,0.008759124087591242
NJ,686,0.009523809523809523
NJ,687,0.006993006993006993
NJ,688,0.006944444444444445
NJ,689,0.011820330969267141
NJ,690,0.02127659574468085
NJ,691,0.019083969465648856
NJ,692,0.012413793103448275
NJ,693,0.002583979328165375
NJ,694,0.013157894736842105
NJ,695,0.009271523178807948
NJ,696,0.006802721088435375
NJ,697,0.007407407407407408
NJ,698,0.003289473684210526
NJ,699,0.010344827586206896
NJ,700,0.007670182166826462
NJ,701,0.01038961038961039
NJ,702,0.029197080291970802
NJ,703,0.010964912280701754
NJ,704,0.002364066193853428
NJ,705,0.010071942446043165
NJ,706,0.012773722627737226
NJ,707,0.006578947368421052
NJ,708,0.012626262626262626
NJ,709,0.014957264957264958
NJ,710,0.009790209790209791
NJ,711,0.014084507042253521
NJ,712,0.016304347826086956
NJ,713,0.009316770186335404
NJ,714,0.012949640287769784
NJ,715,0.006369426751592357
NJ,716,0.007352941176470588
NJ,717,0.010218978102189781
NJ,718,0.01918465227817746
NJ,719,0.006802721088435374
NJ,720,0.015822784810126583
NJ,721,0.007692307692307693
NJ,722,0.00980392156862745
NJ,723,0.008
NJ,724,0.006896551724137931
NJ,725,0.007575757575757576
NJ,726,0.008275862068965517
NJ,727,0.005630630630630631
NJ,728,0.018912529550827423
NJ,729,0.009554140127388535
NJ,730,0.005592841163310962
NJ,731,0.007246376811594203
NJ,732,0.009859154929577464
NJ,733,0.008948545861297539
NJ,734,0.008045977011494253
NJ,735,0.012987012987012986
NJ,736,0.014492753623188406
NJ,737,0.014184397163120567
NJ,738,0.009259259259259259
NJ,739,0.012345679012345678
NJ,740,0.02484472049689441
NJ,741,0.014492753623188406
NJ,742,0.007751937984496124
NJ,743,0.006198347107438017
NJ,744,0.007042253521126761
NJ,745,0.009259259259259259
NJ,746,0.018518518518518517
NJ,747,0.004415011037527594
NJ,748,0.010344827586206896
NJ,749,0.018779342723004695
NJ,750,0.02348993288590604
NJ,751,0.00759493670886076
NJ,752,0.006622516556291391
NJ,753,0.021428571428571425
NJ,754,0.005868544600938968
NJ,755,0.008385744234800839
NJ,756,0.014802631578947368
NJ,757,0.013888888888888888
NJ,758,0.014084507042253521
NJ,759,0.012
NJ,760,0.0070921985815602835
NJ,761,0.0273972602739726
NJ,762,0.014705882352941176
NJ,763,0.013986013986013986
NJ,764,0.011666666666666667
NJ,765,0.008620689655172414
NJ,766,0.0049261083743842365
NJ,767,0.011363636363636364
NJ,768,0.008888888888888889
NJ,769,0.008333333333333333
NJ,770,0.024475524475524476
NJ,771,0.010025062656641603
NJ,772,0.013888888888888888
NJ,773,0.008333333333333333
NJ,774,0.015267175572519083
NJ,775,0.01360544217687075
NJ,776,0.02054794520547945
NJ,777,0.012578616352201259
NJ,778,0.011494252873563218
NJ,779,0.007792207792207792
NJ,780,0.01728395061728395
NJ,781,0.006493506493506493
NJ,782,0.008333333333333333
NJ,783,0.01948051948051948
NJ,784,0.005357142857142857
NJ,785,0.00784313725490196
NJ,786,0.008169934640522876
NJ,787,0.0022522522522522522
NJ,788,0.008108108108108109
NJ,789,0.008955223880597014
NJ,790,0.012269938650306749
NJ,791,0.0
NJ,792,0.010025062656641603
NJ,793,0.0182648401826484
NJ,794,0.004024144869215292
NJ,795,0.012587412587412588
NJ,796,0.015984015984015984
NJ,797,0.006896551724137931
NJ,798,0.008281573498964802
NJ,799,0.013071895424836602
NJ,800,0.006666666666666667
NJ,801,0.009216589861751152
NJ,802,0.008802816901408451
NJ,803,0.009195402298850575
NJ,804,0.0014184397163120566
NJ,805,0.006535947712418301
NJ,806,0.007194244604316547
NJ,807,0.011513157894736841
NJ,808,0.011261261261261262
NJ,809,0.006711409395973154
NJ,810,0.0057553956834532375
NJ,811,0.007042253521126761
NJ,812,0.015151515151515152
NJ,813,0.011820330969267141
NJ,814,0.007194244604316547
NJ,815,0.01056338028169014
NJ,816,0.013157894736842105
NJ,817,0.011627906976744186
NJ,818,0.016666666666666666
NJ,819,0.015957446808510637
NJ,820,0.01056338028169014
NJ,821,0.00273224043715847
NJ,822,0.014184397163120567
NJ,823,0.013636363636363636
NJ,824,0.010482180293501049
NJ,825,0.014598540145985401
NJ,826,0.00949367088607595
NJ,827,0.009259259259259259
NJ,828,0.0121654501216545
NJ,829,0.004796163069544365
NJ,830,0.009210526315789473
NJ,831,0.0070921985815602835
NJ,832,0.018581081081081082
NJ,833,0.006535947712418301
NJ,834,0.01167883211678832
NJ,835,0.008571428571428572
NJ,836,0.004777070063694267
NJ,837,0.0026490066225165563
NJ,838,0.007990867579908675
NJ,839,0.015625
NJ,840,0.016548463356973995
NJ,841,0.009271523178807948
NJ,842,0.015625
NJ,843,0.0078125
NJ,844,0.011111111111111112
NJ,845,0.014705882352941176
NJ,846,0.008928571428571428
NJ,847,0.015765765765765768
NJ,848,0.015873015873015872
NJ,849,0.02027027027027027
NJ,850,0.013986013986013986
NJ,851,0.008445945945945946
NJ,852,0.0136986301369863
NJ,853,0.008
NJ,854,0.008658008658008658
NJ,855,0.008680555555555556
NJ,856,0.014814814814814815
NJ,857,0.007792207792207792
NJ,858,0.006711409395973154
NJ,859,0.007568590350047304
NJ,860,0.011194029850746268
NJ,861,0.011363636363636364
NJ,862,0.013986013986013986
NJ,863,0.0
NJ,864,0.011589403973509934
NJ,865,0.008928571428571428
NJ,866,0.016431924882629106
NJ,867,0.01079136690647482
NJ,868,0.016431924882629106
NJ,869,0.014906832298136646
NJ,870,0.01839080459770115
NJ,871,0.012152777777777778
NJ,872,0.008714596949891068
NJ,873,0.009070294784580499
NJ,874,0.014598540145985401
NJ,875,0.014112903225806451
NJ,876,0.008888888888888889
NJ,877,0.008741258741258742
NJ,878,0.0070921985815602835
NJ,879,0.0032679738562091504
NJ,880,0.0058823529411764705
NJ,881,0.005434782608695652
NJ,882,0.01584507042253521
NJ,883,0.017605633802816902
NJ,884,0.00980392156862745
NJ,885,0.010738255033557046
NJ,886,0.006578947368421052
NJ,887,0.00980392156862745
NJ,888,0.007042253521126761
NJ,889,0.009929078014184398
NJ,890,0.00946969696969697
NJ,891,0.009868421052631578
NJ,892,0.02287581699346405
NJ,893,0.015873015873015872
NJ,894,0.02097902097902098
NJ,895,0.00958904109589041
NJ,896,0.011513157894736841
NJ,897,0.009852216748768473
NJ,898,0.008391608391608392
NJ,899,0.003125
NJ,900,0.015957446808510637
NJ,901,0.015410958904109588
NJ,902,0.006711409395973154
NJ,903,0.008281573498964802
NJ,904,0.00915032679738562
NJ,905,0.00851063829787234
NJ,906,0.004597701149425287
NJ,907,0.012578616352201257
NJ,908,0.019753086419753086
NJ,909,0.00404040404040404
NJ,910,0.004597701149425287
NJ,911,0.013422818791946308
NJ,912,0.0070921985815602835
NJ,913,0.021897810218978103
NJ,914,0.008503401360544218
NJ,915,0.006993006993006993
NJ,916,0.009633911368015413
NJ,917,0.012260536398467433
NJ,918,0.010869565217391304
NJ,919,0.010135135135135136
NJ,920,0.013986013986013986
NJ,921,0.015748031496062992
NJ,922,0.0014084507042253522
NJ,923,0.013888888888888888
NJ,924,0.007633587786259542
NJ,925,0.016
NJ,926,0.008105369807497468
NJ,927,0.008602150537634409
NJ,928,0.011666666666666667
NJ,929,0.008714596949891068
NJ,930,0.011320754716981133
NJ,931,0.011037527593818985
NJ,932,0.00909090909090909
NJ,933,0.007246376811594203
NJ,934,0.009316770186335404
NJ,935,0.01644736842105263
NJ,936,0.015384615384615385
NJ,937,0.009554140127388535
